,MSW05_Binomial,iucn_status,order,body_mass_g,15-1_LitterSize,3-1_AgeatFirstBirth_d
1747,Hipposideros_demissus,VU,Chiroptera,,0.0,
1748,Hipposideros_diadema,LC,Chiroptera,46.9,1.0,
1749,Hipposideros_dinops,DD,Chiroptera,,0.0,
1750,Hipposideros_doriae,NT,Chiroptera,4.24,0.0,
1751,Hipposideros_durgadasi,VU,Chiroptera,,0.0,
1752,Hipposideros_dyacorum,LC,Chiroptera,,0.0,
1753,Hipposideros_edwardshilli,DD,Chiroptera,,0.0,
1754,Hipposideros_fuliginosus,LC,Chiroptera,,0.0,
1755,Hipposideros_fulvus,LC,Chiroptera,8.83,1.0,719.86
1756,Hipposideros_galeritus,LC,Chiroptera,10.17,0.99,
1757,Hipposideros_gigas,LC,Chiroptera,115.42,1.0,
1758,Hipposideros_grandis,LC,Chiroptera,,0.0,
1759,Hipposideros_halophyllus,VU,Chiroptera,4.0,0.0,
1760,Hipposideros_hypophyllus,CR,Chiroptera,,0.0,
1761,Hipposideros_inexpectatus,DD,Chiroptera,,0.0,
1762,Hipposideros_inornatus,VU,Chiroptera,25.9,0.0,
1763,Hipposideros_jonesi,NT,Chiroptera,5.49,0.0,
1764,Hipposideros_lamottei,CR,Chiroptera,,0.0,
1765,Hipposideros_lankadiva,LC,Chiroptera,44.76,0.99,
1766,Hipposideros_larvatus,LC,Chiroptera,19.95,0.98,
1767,Hipposideros_lekaguli,NT,Chiroptera,31.08,0.0,
1768,Hipposideros_lylei,LC,Chiroptera,40.0,0.0,
1769,Hipposideros_macrobullatus,DD,Chiroptera,,0.0,
1770,Hipposideros_madurae,LC,Chiroptera,,0.0,
1771,Hipposideros_maggietaylorae,LC,Chiroptera,16.1,0.0,
1772,Hipposideros_marisae,VU,Chiroptera,,0.0,
1773,Hipposideros_megalotis,LC,Chiroptera,,0.0,
1774,Hipposideros_muscinus,DD,Chiroptera,,0.0,
1775,Hipposideros_nequam,DD,Chiroptera,,0.0,
1776,Hipposideros_obscurus,LC,Chiroptera,9.6,0.0,
1777,Hipposideros_orbiculus,VU,Chiroptera,,0.0,
1778,Hipposideros_papua,LC,Chiroptera,,0.0,
1779,Hipposideros_pelingensis,NT,Chiroptera,,0.0,
1780,Hipposideros_pomona,LC,Chiroptera,6.2,0.0,
1781,Hipposideros_pratti,LC,Chiroptera,,0.0,
1782,Hipposideros_pygmaeus,LC,Chiroptera,3.53,0.0,
1783,Hipposideros_ridleyi,VU,Chiroptera,9.59,0.98,
1784,Hipposideros_rotalis,LC,Chiroptera,,0.0,
1785,Hipposideros_ruber,LC,Chiroptera,10.61,1.0,
1786,Hipposideros_scutinares,VU,Chiroptera,,0.0,
1787,Hipposideros_semoni,DD,Chiroptera,14.0,0.0,
1788,Hipposideros_sorenseni,VU,Chiroptera,,0.0,
1789,Hipposideros_speoris,LC,Chiroptera,10.39,0.99,443.57
1790,Hipposideros_stenotis,LC,Chiroptera,12.0,0.0,
1791,Hipposideros_sumbae,LC,Chiroptera,,0.0,
1792,Hipposideros_thomensis,LC,Chiroptera,,0.0,
1793,Hipposideros_turpis,NT,Chiroptera,33.31,1.0,
1794,Hipposideros_vittatus,NT,Chiroptera,,0.0,
1795,Hipposideros_wollastoni,LC,Chiroptera,6.93,0.0,
1796,Hippotragus_equinus,LC,Artiodactyla,264173.96,0.98,1049.37
1797,Hippotragus_leucophaeus,EX,Artiodactyla,149999.99,0.0,
1798,Hippotragus_niger,LC,Artiodactyla,236405.9,1.0,983.37
1799,Histiotus_alienus,DD,Chiroptera,,0.0,
1800,Histiotus_humboldti,DD,Chiroptera,,0.0,
1801,Histiotus_laephotis,NT,Chiroptera,,0.0,
1802,Histiotus_macrotus,LC,Chiroptera,11.0,0.98,
1803,Histiotus_magellanicus,LC,Chiroptera,,0.0,
1804,Histiotus_montanus,LC,Chiroptera,,0.0,
1805,Histiotus_velatus,DD,Chiroptera,11.32,0.0,
1806,Histriophoca_fasciata,LC,Carnivora,90000.0,1.0,730.0
1807,Hodomys_alleni,LC,Rodentia,367.59,1.39,
1808,Holochilus_brasiliensis,LC,Rodentia,155.0,3.88,
1809,Holochilus_chacarius,LC,Rodentia,204.0,0.0,
1810,Holochilus_sciureus,LC,Rodentia,120.42,3.12,
1811,Homo_sapiens,LC,Primates,58540.63,1.0,5292.5
1812,Hoplomys_gymnurus,LC,Rodentia,281.42,2.1,
1813,Hyaena_hyaena,NT,Carnivora,35070.51,2.44,
1814,Hybomys_badius,EN,Rodentia,,0.0,
1815,Hybomys_basilii,EN,Rodentia,,0.0,
1816,Hybomys_lunaris,VU,Rodentia,,0.0,
1817,Hybomys_planifrons,LC,Rodentia,49.6,0.0,
1818,Hybomys_trivirgatus,LC,Rodentia,60.08,2.72,
1819,Hybomys_univittatus,LC,Rodentia,54.46,2.3,
1820,Hydrictis_maculicollis,NT,Carnivora,4180.53,2.0,
1821,Hydrochoerus_hydrochaeris,LC,Rodentia,48144.91,3.49,
1822,Hydrochoerus_isthmius,DD,Rodentia,21267.32,4.99,
1823,Hydrodamalis_gigas,EX,Sirenia,4000000.0,1.0,
1824,Hydromys_chrysogaster,LC,Rodentia,626.17,3.51,158.0
1825,Hydromys_hussoni,DD,Rodentia,,0.0,
1826,Hydromys_neobritannicus,DD,Rodentia,,0.0,
1827,Hydropotes_inermis,VU,Artiodactyla,12760.04,3.0,
1828,Hydrurga_leptonyx,LC,Carnivora,352675.48,0.96,
1829,Hyemoschus_aquaticus,LC,Artiodactyla,10850.0,1.22,
1830,Hyladelphys_kalinowskii,LC,Didelphimorphia,,0.0,
1831,Hylobates_agilis,EN,Primates,5829.08,1.02,
1832,Hylobates_albibarbis,EN,Primates,,0.0,
1833,Hylobates_klossii,EN,Primates,5822.29,1.01,
1834,Hylobates_lar,EN,Primates,5578.61,1.01,3398.15
1835,Hylobates_moloch,EN,Primates,5860.81,1.0,
1836,Hylobates_muelleri,EN,Primates,5909.81,1.02,
1837,Hylobates_pileatus,EN,Primates,5542.37,1.0,
1838,Hylochoerus_meinertzhageni,LC,Artiodactyla,198130.47,4.0,532.29
1839,Hylomys_megalotis,DD,Erinaceomorpha,,0.0,
1840,Hylomys_parvus,VU,Erinaceomorpha,,0.0,
1841,Hylomys_suillus,LC,Erinaceomorpha,57.61,2.29,
1842,Hylomyscus_aeta,LC,Rodentia,22.13,4.18,
1843,Hylomyscus_alleni,LC,Rodentia,19.94,3.0,
1844,Hylomyscus_baeri,EN,Rodentia,,0.0,
1845,Hylomyscus_carillus,LC,Rodentia,,0.0,
1846,Hylomyscus_denniae,LC,Rodentia,35.99,4.61,
1847,Hylomyscus_grandis,CR,Rodentia,,0.0,
1848,Hylomyscus_parvus,LC,Rodentia,14.49,0.0,
1849,Hylomyscus_stella,LC,Rodentia,18.99,3.11,
1850,Hylonycteris_underwoodi,LC,Chiroptera,7.5,0.99,
1851,Hylopetes_alboniger,LC,Rodentia,255.38,2.23,
1852,Hylopetes_bartelsi,DD,Rodentia,,0.0,
1853,Hylopetes_lepidus,DD,Rodentia,63.28,2.0,
1854,Hylopetes_nigripes,NT,Rodentia,,0.0,
1855,Hylopetes_phayrei,LC,Rodentia,226.99,0.0,
1856,Hylopetes_platyurus,DD,Rodentia,56.98,0.0,
1857,Hylopetes_sipora,EN,Rodentia,,0.0,
1858,Hylopetes_spadiceus,LC,Rodentia,118.1,0.0,
1859,Hylopetes_winstoni,DD,Rodentia,,0.0,
1860,Hyomys_dammermani,DD,Rodentia,932.5,1.07,
1861,Hyomys_goliath,LC,Rodentia,866.74,1.0,
1862,Hyosciurus_heinrichi,LC,Rodentia,,0.0,
1863,Hyosciurus_ileile,VU,Rodentia,,0.0,
1864,Hyperacrius_fertilis,NT,Rodentia,22.25,2.5,
1865,Hyperacrius_wynnei,LC,Rodentia,52.6,2.5,
1866,Hyperoodon_ampullatus,DD,Cetacea,3393361.08,1.0,
1867,Hyperoodon_planifrons,LC,Cetacea,3000000.01,0.0,
1868,Hypogeomys_antimena,EN,Rodentia,1175.93,1.26,
1869,Hypsignathus_monstrosus,LC,Chiroptera,336.97,1.4,
1870,Hypsiprymnodon_moschatus,LC,Diprotodontia,534.25,2.04,365.0
1871,Hypsugo_anthonyi,DD,Chiroptera,,0.0,
1872,Hypsugo_joffrei,DD,Chiroptera,,0.0,
1873,Hypsugo_kitcheneri,DD,Chiroptera,,0.0,
1874,Hypsugo_lophurus,DD,Chiroptera,,0.0,
1875,Hypsugo_macrotis,DD,Chiroptera,,0.0,
1876,Hypsugo_savii,LC,Chiroptera,6.3,2.0,
1877,Hypsugo_vordermanni,DD,Chiroptera,,0.0,
1878,Hystrix_africaeaustralis,LC,Rodentia,14936.02,1.51,
1879,Hystrix_brachyura,LC,Rodentia,8000.0,1.41,
1880,Hystrix_crassispinis,LC,Rodentia,4584.6,0.0,
1881,Hystrix_cristata,LC,Rodentia,13406.27,1.73,
1882,Hystrix_indica,LC,Rodentia,14298.6,1.73,
1883,Hystrix_javanica,LC,Rodentia,,0.0,
1884,Hystrix_pumila,VU,Rodentia,3544.26,0.0,
1885,Hystrix_sumatrae,LC,Rodentia,,0.0,
1886,Ia_io,LC,Chiroptera,49.3,0.0,
1887,Ichneumia_albicauda,LC,Carnivora,3628.4,2.35,
1888,Ichthyomys_hydrobates,NT,Rodentia,66.39,0.0,
1889,Ichthyomys_pittieri,VU,Rodentia,69.1,0.0,
1890,Ichthyomys_stolzmanni,DD,Rodentia,84.7,0.0,
1891,Ichthyomys_tweedii,DD,Rodentia,118.5,1.94,
1892,Ictonyx_striatus,LC,Carnivora,811.02,2.3,304.16
1893,Idionycteris_phyllotis,LC,Chiroptera,12.13,0.99,
1894,Idiurus_macrotis,LC,Rodentia,27.23,0.97,
1895,Idiurus_zenkeri,LC,Rodentia,100.0,1.0,
1896,Indopacetus_pacificus,DD,Cetacea,2200000.0,0.0,
1897,Indri_indri,CR,Primates,8565.48,1.01,
1898,Inia_geoffrensis,DD,Cetacea,121430.76,1.0,
1899,Iomys_horsfieldii,LC,Rodentia,155.5,2.64,
1900,Iomys_sipora,EN,Rodentia,,0.0,
1901,Irenomys_tarsalis,LC,Rodentia,43.15,3.85,
1902,Isolobodon_montanus,EX,Rodentia,,0.0,
1903,Isolobodon_portoricensis,EX,Rodentia,,0.0,
1904,Isoodon_auratus,VU,Peramelemorphia,425.0,2.6,
1905,Isoodon_macrourus,LC,Peramelemorphia,1505.77,3.13,148.0
1906,Isoodon_obesulus,LC,Peramelemorphia,824.76,2.33,
1907,Isothrix_bistriata,LC,Rodentia,444.99,0.97,
1908,Isothrix_negrensis,LC,Rodentia,,0.0,
1909,Isothrix_pagurus,LC,Rodentia,210.0,0.0,
1910,Isothrix_sinnamariensis,LC,Rodentia,291.73,0.0,
1911,Isthmomys_flavidus,NT,Rodentia,,0.0,
1912,Isthmomys_pirrensis,LC,Rodentia,137.71,2.43,
1913,Jaculus_blanfordi,LC,Rodentia,,3.88,
1914,Jaculus_jaculus,LC,Rodentia,59.8,3.24,304.16
1915,Jaculus_orientalis,LC,Rodentia,138.26,2.41,
1916,Juliomys_pictipes,LC,Rodentia,22.9,0.0,
1917,Juliomys_rimofrons,VU,Rodentia,,0.0,
1918,Juscelinomys_candango,EX,Rodentia,97.29,0.0,
1919,Juscelinomys_guaporensis,DD,Rodentia,,0.0,
1920,Juscelinomys_huanchacae,DD,Rodentia,,0.0,
1921,Kadarsanomys_sodyi,VU,Rodentia,,4.0,
1922,Kannabateomys_amblyonyx,LC,Rodentia,599.99,1.0,
1923,Kerivoula_africana,EN,Chiroptera,,0.0,
1924,Kerivoula_agnella,DD,Chiroptera,,0.0,
1925,Kerivoula_argentata,LC,Chiroptera,10.11,0.0,
1926,Kerivoula_cuprosa,DD,Chiroptera,,0.98,
1927,Kerivoula_eriophora,DD,Chiroptera,,0.0,
1928,Kerivoula_flora,VU,Chiroptera,6.01,1.0,
1929,Kerivoula_hardwickii,LC,Chiroptera,4.55,1.0,
1930,Kerivoula_intermedia,NT,Chiroptera,,0.0,
1931,Kerivoula_lanosa,LC,Chiroptera,6.66,0.98,
1932,Kerivoula_lenis,LC,Chiroptera,,0.0,
1933,Kerivoula_minuta,NT,Chiroptera,2.03,0.0,
1934,Kerivoula_muscina,LC,Chiroptera,5.29,0.0,
1935,Kerivoula_myrella,DD,Chiroptera,,0.0,
1936,Kerivoula_papillosa,LC,Chiroptera,10.21,0.98,
1937,Kerivoula_pellucida,NT,Chiroptera,4.14,0.0,
1938,Kerivoula_phalaena,LC,Chiroptera,3.03,0.0,
1939,Kerivoula_picta,LC,Chiroptera,4.5,1.0,
1940,Kerivoula_smithii,LC,Chiroptera,,0.98,
1941,Kerivoula_whiteheadi,LC,Chiroptera,3.29,0.0,
1942,Kerodon_acrobata,DD,Rodentia,,0.0,
1943,Kerodon_rupestris,LC,Rodentia,799.15,1.52,156.0
1944,Kobus_ellipsiprymnus,LC,Artiodactyla,204393.48,1.0,
1945,Kobus_kob,LC,Artiodactyla,80035.21,1.0,395.41
1946,Kobus_leche,LC,Artiodactyla,88645.04,1.0,638.75
1947,Kobus_megaceros,EN,Artiodactyla,85805.93,0.0,
1948,Kobus_vardonii,NT,Artiodactyla,71462.72,1.0,
1949,Kogia_breviceps,DD,Cetacea,431500.0,0.97,
1950,Kogia_sima,DD,Cetacea,183066.66,1.0,
1951,Komodomys_rintjanus,VU,Rodentia,,0.0,
1952,Kunsia_fronto,EN,Rodentia,167.99,0.0,
1953,Kunsia_tomentosus,LC,Rodentia,115.6,0.0,
1954,Laephotis_angolensis,DD,Chiroptera,,0.0,
1955,Laephotis_botswanae,LC,Chiroptera,7.28,0.0,
1956,Laephotis_namibensis,LC,Chiroptera,,0.0,
1957,Laephotis_wintoni,LC,Chiroptera,6.1,0.0,
1958,Lagenodelphis_hosei,LC,Cetacea,164000.0,1.0,
1959,Lagenorhynchus_acutus,LC,Cetacea,186517.55,1.22,
1960,Lagenorhynchus_albirostris,LC,Cetacea,186634.86,1.0,
1961,Lagenorhynchus_australis,DD,Cetacea,119999.99,0.0,
1962,Lagenorhynchus_cruciger,LC,Cetacea,109999.99,0.0,
1963,Lagenorhynchus_obliquidens,LC,Cetacea,109694.46,1.0,
1964,Lagenorhynchus_obscurus,DD,Cetacea,127499.99,0.0,
1965,Lagidium_viscacia,LC,Rodentia,1539.99,1.0,
1966,Lagidium_wolffsohni,DD,Rodentia,2682.0,0.0,
1967,Lagorchestes_asomatus,EX,Diprotodontia,1500.0,1.0,
1968,Lagorchestes_conspicillatus,LC,Diprotodontia,2821.01,1.0,
1969,Lagorchestes_hirsutus,VU,Diprotodontia,1407.14,1.0,
1970,Lagorchestes_leporides,EX,Diprotodontia,3000.0,1.0,
1971,Lagostomus_crassus,EX,Rodentia,,0.0,
1972,Lagostomus_maximus,LC,Rodentia,4660.94,1.93,365.0
1973,Lagostrophus_fasciatus,VU,Diprotodontia,1933.48,0.9,
1974,Lagothrix_cana,EN,Primates,,0.0,
1975,Lagothrix_lagotricha,VU,Primates,6263.69,1.01,2766.7
1976,Lagothrix_lugens,CR,Primates,,0.0,
1977,Lagothrix_poeppigii,VU,Primates,,0.0,
1978,Lagurus_lagurus,LC,Rodentia,20.6,4.0,54.5
1979,Lamottemys_okuensis,EN,Rodentia,,0.0,
1980,Lampronycteris_brachyotis,LC,Chiroptera,10.39,0.98,
1981,Lariscus_hosei,NT,Rodentia,180.0,1.94,
1982,Lariscus_insignis,LC,Rodentia,174.41,0.0,
1983,Lariscus_niobe,DD,Rodentia,,0.0,
1984,Lariscus_obscurus,NT,Rodentia,241.19,0.0,
1985,Lasionycteris_noctivagans,LC,Chiroptera,11.02,1.77,
1986,Lasiopodomys_brandtii,LC,Rodentia,,0.0,
1987,Lasiopodomys_fuscus,LC,Rodentia,,0.0,
1988,Lasiopodomys_mandarinus,LC,Rodentia,,0.0,
1989,Lasiorhinus_krefftii,CR,Diprotodontia,31849.99,1.0,
1990,Lasiorhinus_latifrons,NT,Diprotodontia,26163.8,1.0,
1991,Lasiurus_atratus,LC,Chiroptera,,0.0,
1992,Lasiurus_blossevillii,LC,Chiroptera,,0.0,
1993,Lasiurus_borealis,LC,Chiroptera,12.33,3.12,
1994,Lasiurus_castaneus,DD,Chiroptera,12.51,0.0,
1995,Lasiurus_cinereus,LC,Chiroptera,27.06,1.96,
1996,Lasiurus_degelidus,VU,Chiroptera,,0.0,
1997,Lasiurus_ebenus,DD,Chiroptera,14.0,0.0,
1998,Lasiurus_ega,LC,Chiroptera,12.2,2.14,
1999,Lasiurus_egregius,DD,Chiroptera,,0.0,
2000,Lasiurus_insularis,VU,Chiroptera,,0.0,
2001,Lasiurus_intermedius,LC,Chiroptera,22.96,2.97,
2002,Lasiurus_minor,VU,Chiroptera,,0.0,
2003,Lasiurus_pfeifferi,NT,Chiroptera,,0.0,
2004,Lasiurus_seminolus,LC,Chiroptera,9.88,2.68,
2005,Lasiurus_varius,LC,Chiroptera,,0.0,
2006,Lasiurus_xanthinus,LC,Chiroptera,,0.0,
2007,Latidens_salimalii,EN,Chiroptera,,0.0,
2008,Lavia_frons,LC,Chiroptera,23.8,0.99,
2009,Leggadina_forresti,LC,Rodentia,23.88,0.0,
2010,Leggadina_lakedownensis,LC,Rodentia,17.5,0.0,
2011,Leimacomys_buettneri,DD,Rodentia,54.99,0.0,
2012,Lemmiscus_curtatus,LC,Rodentia,28.27,5.11,
2013,Lemmus_amurensis,LC,Rodentia,,0.0,
2014,Lemmus_lemmus,LC,Rodentia,67.62,5.1,39.0
2015,Lemmus_portenkoi,DD,Rodentia,,0.0,
2016,Lemmus_sibiricus,LC,Rodentia,53.81,6.39,
2017,Lemmus_trimucronatus,LC,Rodentia,69.82,6.86,
2018,Lemniscomys_barbarus,LC,Rodentia,26.15,4.61,
2019,Lemniscomys_bellieri,LC,Rodentia,,0.0,
2020,Lemniscomys_griselda,LC,Rodentia,55.87,3.68,
2021,Lemniscomys_hoogstraali,DD,Rodentia,,0.0,
2022,Lemniscomys_linulus,LC,Rodentia,,0.0,
2023,Lemniscomys_macculus,LC,Rodentia,26.5,0.0,
2024,Lemniscomys_mittendorfi,VU,Rodentia,41.85,0.0,
2025,Lemniscomys_rosalia,LC,Rodentia,49.92,0.0,
2026,Lemniscomys_roseveari,DD,Rodentia,,0.0,
2027,Lemniscomys_striatus,LC,Rodentia,43.65,4.64,
2028,Lemniscomys_zebra,LC,Rodentia,,0.0,
2029,Lemur_catta,EN,Primates,2626.48,1.18,866.87
2030,Lenomys_meyeri,LC,Rodentia,,0.0,
2031,Lenothrix_canus,LC,Rodentia,150.0,2.91,
2032,Lenoxus_apicalis,LC,Rodentia,53.6,0.0,
2033,Leontopithecus_caissara,CR,Primates,604.01,0.0,
2034,Leontopithecus_chrysomelas,EN,Primates,572.8,2.04,
2035,Leontopithecus_chrysopygus,EN,Primates,656.12,0.0,
2036,Leontopithecus_rosalia,EN,Primates,592.52,1.94,868.7
2037,Leopardus_colocolo,NT,Carnivora,,0.0,
2038,Leopardus_geoffroyi,LC,Carnivora,,0.0,
2039,Leopardus_guigna,VU,Carnivora,,0.0,
2040,Leopardus_pardalis,LC,Carnivora,11880.0,1.66,
2041,Leopardus_tigrinus,VU,Carnivora,,0.0,
2042,Leopardus_wiedii,NT,Carnivora,3270.81,1.5,
2043,Leopoldamys_ciliatus,LC,Rodentia,,0.0,
2044,Leopoldamys_edwardsi,LC,Rodentia,308.82,1.94,
2045,Leopoldamys_milleti,LC,Rodentia,,0.0,
2046,Leopoldamys_neilli,LC,Rodentia,,0.0,
2047,Leopoldamys_sabanus,LC,Rodentia,347.61,3.33,
2048,Leopoldamys_siporanus,VU,Rodentia,,0.0,
2049,Lepilemur_ankaranensis,EN,Primates,,0.0,
2050,Lepilemur_dorsalis,VU,Primates,503.85,1.01,
2051,Lepilemur_edwardsi,EN,Primates,821.58,0.0,
2052,Lepilemur_leucopus,EN,Primates,599.99,1.01,
2053,Lepilemur_microdon,EN,Primates,952.33,0.0,
2054,Lepilemur_mustelinus,NT,Primates,669.03,1.0,677.07
2055,Lepilemur_ruficaudatus,VU,Primates,763.36,1.02,594.95
2056,Lepilemur_septentrionalis,CR,Primates,755.77,1.0,
2057,Leporillus_apicalis,EX,Rodentia,150.0,0.0,
2058,Leporillus_conditor,NT,Rodentia,328.82,2.95,
2059,Leptailurus_serval,LC,Carnivora,11999.96,2.35,851.66
2060,Leptomys_elegans,LC,Rodentia,83.52,1.88,
2061,Leptomys_ernstmayri,LC,Rodentia,42.85,0.0,
2062,Leptomys_signatus,LC,Rodentia,,0.0,
2063,Leptonychotes_weddellii,LC,Carnivora,400000.0,1.0,1825.0
2064,Leptonycteris_curasoae,VU,Chiroptera,25.27,0.99,
2065,Leptonycteris_nivalis,EN,Chiroptera,24.26,1.0,
2066,Leptonycteris_yerbabuenae,NT,Chiroptera,22.24,0.99,
2067,Lepus_alleni,LC,Lagomorpha,3930.0,1.96,
2068,Lepus_americanus,LC,Lagomorpha,1568.42,3.54,365.0
2069,Lepus_arcticus,LC,Lagomorpha,4412.73,5.62,
2070,Lepus_brachyurus,LC,Lagomorpha,2519.45,2.13,
2071,Lepus_californicus,LC,Lagomorpha,2422.48,2.68,
2072,Lepus_callotis,NT,Lagomorpha,2608.16,2.48,
2073,Lepus_capensis,LC,Lagomorpha,2047.11,2.44,
2074,Lepus_castroviejoi,VU,Lagomorpha,2822.41,1.95,
2075,Lepus_comus,LC,Lagomorpha,2015.56,2.44,
2076,Lepus_coreanus,LC,Lagomorpha,,0.0,
2077,Lepus_corsicanus,VU,Lagomorpha,,0.0,
2078,Lepus_europaeus,LC,Lagomorpha,3816.43,2.14,
2079,Lepus_fagani,DD,Lagomorpha,,0.0,
2080,Lepus_flavigularis,EN,Lagomorpha,2999.98,0.0,
2081,Lepus_granatensis,LC,Lagomorpha,2323.94,1.46,
2082,Lepus_habessinicus,LC,Lagomorpha,2015.56,0.0,
2083,Lepus_hainanus,EN,Lagomorpha,1511.67,0.0,
2084,Lepus_insularis,NT,Lagomorpha,,0.0,
2085,Lepus_mandshuricus,LC,Lagomorpha,1834.05,2.39,
2086,Lepus_nigricollis,LC,Lagomorpha,2294.25,1.76,
2087,Lepus_oiostolus,LC,Lagomorpha,2468.55,3.06,
2088,Lepus_othus,LC,Lagomorpha,4837.35,6.15,
2089,Lepus_peguensis,LC,Lagomorpha,2267.5,0.0,
2090,Lepus_saxatilis,LC,Lagomorpha,2593.63,1.52,
2091,Lepus_sinensis,LC,Lagomorpha,1607.41,0.0,
2092,Lepus_starcki,LC,Lagomorpha,2760.67,0.0,
2093,Lepus_tibetanus,LC,Lagomorpha,,0.0,
2094,Lepus_timidus,LC,Lagomorpha,3105.42,3.16,
2095,Lepus_tolai,LC,Lagomorpha,1589.0,2.93,
2096,Lepus_townsendii,LC,Lagomorpha,3371.64,4.49,
2097,Lepus_yarkandensis,NT,Lagomorpha,1460.41,3.9,
2098,Lestodelphys_halli,LC,Didelphimorphia,78.27,0.0,
2099,Lestoros_inca,LC,Paucituberculata,23.07,0.0,
2100,Liberiictis_kuhni,VU,Carnivora,1825.47,0.0,
2101,Lichonycteris_obscura,LC,Chiroptera,6.5,0.98,
2102,Limnogale_mergulus,VU,Afrosoricida,76.86,2.73,
2103,Limnomys_bryophilus,LC,Rodentia,,0.0,
2104,Limnomys_sibuanus,LC,Rodentia,,0.0,
2105,Lionycteris_spurrelli,LC,Chiroptera,8.85,0.98,
2106,Lipotes_vexillifer,CR,Cetacea,112138.32,1.0,
2107,Lissodelphis_borealis,LC,Cetacea,113000.0,0.0,
2108,Lissodelphis_peronii,DD,Cetacea,116000.0,0.0,
2109,Lissonycteris_angolensis,LC,Chiroptera,68.31,0.99,
2110,Litocranius_walleri,NT,Artiodactyla,38804.37,1.0,562.7
2111,Lobodon_carcinophaga,LC,Carnivora,224999.99,0.96,1825.0
2112,Lonchophylla_bokermanni,EN,Chiroptera,,0.0,
2113,Lonchophylla_dekeyseri,EN,Chiroptera,,0.0,
2114,Lonchophylla_handleyi,LC,Chiroptera,,0.0,
2115,Lonchophylla_hesperia,NT,Chiroptera,,0.0,
2116,Lonchophylla_mordax,NT,Chiroptera,21.56,0.98,
2117,Lonchophylla_robusta,LC,Chiroptera,13.72,0.98,
2118,Lonchophylla_thomasi,LC,Chiroptera,7.09,0.98,
2119,Lonchorhina_aurita,LC,Chiroptera,15.38,0.98,
2120,Lonchorhina_fernandezi,EN,Chiroptera,,0.0,
2121,Lonchorhina_inusitata,DD,Chiroptera,,0.0,
2122,Lonchorhina_marinkellei,VU,Chiroptera,17.67,0.0,
2123,Lonchorhina_orinocensis,VU,Chiroptera,9.04,0.0,
2124,Lonchothrix_emiliae,LC,Rodentia,138.2,0.0,
2125,Lontra_canadensis,LC,Carnivora,8087.42,2.67,730.0
2126,Lontra_felina,EN,Carnivora,11195.36,2.54,
2127,Lontra_longicaudis,NT,Carnivora,6554.97,3.69,
2128,Lontra_provocax,EN,Carnivora,7499.98,0.0,
2129,Lophiomys_imhausi,LC,Rodentia,755.0,1.58,
2130,Lophocebus_albigena,LC,Primates,7418.71,1.01,1474.6
2131,Lophocebus_aterrimus,NT,Primates,6510.37,0.0,
2132,Lophostoma_brasiliense,LC,Chiroptera,9.76,0.98,
2133,Lophostoma_carrikeri,LC,Chiroptera,22.35,0.0,
2134,Lophostoma_evotis,LC,Chiroptera,20.58,1.0,
2135,Lophostoma_schulzi,LC,Chiroptera,18.02,0.0,
2136,Lophostoma_silvicolum,LC,Chiroptera,32.29,0.99,
2137,Lophuromys_brevicaudus,NT,Rodentia,,0.0,
2138,Lophuromys_chrysopus,LC,Rodentia,,0.0,
2139,Lophuromys_dieterleni,EN,Rodentia,,0.0,
2140,Lophuromys_eisentrauti,CR,Rodentia,,0.0,
2141,Lophuromys_flavopunctatus,LC,Rodentia,57.07,2.3,
2142,Lophuromys_huttereri,LC,Rodentia,,0.0,
2143,Lophuromys_luteogaster,LC,Rodentia,,1.0,
2144,Lophuromys_medicaudatus,VU,Rodentia,,0.0,
2145,Lophuromys_melanonyx,VU,Rodentia,10.2,0.0,
2146,Lophuromys_nudicaudus,LC,Rodentia,32.59,1.55,
2147,Lophuromys_rahmi,NT,Rodentia,,1.94,
2148,Lophuromys_roseveari,LC,Rodentia,,0.0,
2149,Lophuromys_sikapusi,LC,Rodentia,62.72,3.0,
2150,Lophuromys_woosnami,LC,Rodentia,42.14,1.97,
2151,Lorentzimys_nouhuysi,LC,Rodentia,14.44,2.75,
2152,Loris_lydekkerianus,LC,Primates,254.06,0.0,
2153,Loris_tardigradus,EN,Primates,249.22,1.44,547.5
2154,Loxodonta_africana,VU,Proboscidea,3824539.93,0.84,3467.5
2155,Loxodontomys_micropus,LC,Rodentia,70.76,4.16,
2156,Loxodontomys_pikumche,LC,Rodentia,,0.0,
2157,Lundomys_molitor,LC,Rodentia,238.49,2.91,
2158,Lutra_lutra,NT,Carnivora,8868.69,2.01,
2159,Lutra_sumatrana,EN,Carnivora,5970.68,0.0,
2160,Lutreolina_crassicaudata,LC,Didelphimorphia,554.77,7.71,
2161,Lutrogale_perspicillata,VU,Carnivora,8912.49,3.24,
2162,Lycalopex_culpaeus,LC,Carnivora,8616.24,4.88,
2163,Lycalopex_fulvipes,EN,Carnivora,,0.0,
2164,Lycalopex_griseus,LC,Carnivora,,0.0,
2165,Lycalopex_gymnocercus,LC,Carnivora,4542.67,3.09,
2166,Lycalopex_sechurae,NT,Carnivora,4234.0,0.0,
2167,Lycalopex_vetulus,LC,Carnivora,4233.47,3.0,
2168,Lycaon_pictus,EN,Carnivora,21999.99,8.1,927.7
2169,Lyncodon_patagonicus,LC,Carnivora,225.0,0.0,
